ResSvcID,ResID,RoomNumber,SvcID,DateTime,ChargeID
2947,537,198,5,2017-10-29 20:34:12,2
2948,344,487,4,2017-10-20 05:34:15,2
2949,835,284,3,2017-10-29 19:14:08,2
2950,687,198,4,2017-11-13 01:00:13,2
2951,603,176,5,2017-11-12 18:50:41,2
2952,375,284,5,2017-11-05 15:39:37,2
2953,245,572,3,2017-11-01 09:03:31,2
2954,744,258,1,2017-10-30 18:46:40,2
2955,779,261,4,2017-11-07 06:19:43,2
2956,846,261,3,2017-10-25 12:19:45,2
2957,561,291,4,2017-10-17 04:33:47,2
2958,527,266,5,2017-11-01 14:55:40,2
2959,281,247,4,2017-10-24 17:03:44,2
2960,541,332,2,2017-10-27 01:45:35,2
2961,335,338,3,2017-11-05 22:28:23,2
2962,94,211,2,2017-10-28 08:55:27,2
2963,381,568,5,2017-11-08 00:25:16,2
2964,666,357,2,2017-11-09 18:14:09,2
2965,914,288,2,2017-11-17 11:02:22,2
2966,396,485,4,2017-11-13 03:07:25,2
2967,470,311,1,2017-10-30 08:50:24,2
2968,702,516,1,2017-11-05 15:36:05,2
2969,695,482,2,2017-11-03 10:25:46,2
2970,165,440,4,2017-10-27 23:20:45,2
2971,945,136,1,2017-10-27 19:14:42,2
2972,353,360,4,2017-10-21 16:55:52,2
2973,610,110,3,2017-10-18 11:21:05,2
2974,610,110,1,2017-10-19 21:42:40,2
2975,64,334,2,2017-10-30 11:53:25,2
2976,546,208,5,2017-11-16 00:02:33,2
2977,7,373,4,2017-11-09 15:51:50,2
2978,689,153,1,2017-11-12 09:14:59,2
2979,453,444,2,2017-11-07 07:06:44,2
2980,352,466,1,2017-11-12 18:27:22,2
2981,897,456,3,2017-10-23 17:39:01,2
2982,911,355,5,2017-10-21 05:16:15,2
2983,948,415,5,2017-10-28 19:32:30,2
2984,81,173,1,2017-10-18 01:30:38,2
2985,29,600,4,2017-11-01 01:09:31,2
2986,762,104,3,2017-11-07 17:30:06,2
2987,812,401,4,2017-10-23 08:43:16,2
2988,941,382,2,2017-11-06 12:06:42,2
2989,824,495,2,2017-11-07 21:40:21,2
2990,642,382,1,2017-11-03 02:31:54,2
2991,720,388,5,2017-10-23 08:09:39,2
2992,336,150,2,2017-10-29 20:35:19,2
2993,243,272,4,2017-10-21 16:18:36,2
2994,166,507,5,2017-11-11 04:28:35,2
2995,324,493,1,2017-10-28 04:39:39,2
2996,203,114,2,2017-11-10 18:42:24,2
2997,612,281,4,2017-10-24 17:59:47,2
2998,492,366,3,2017-10-23 05:11:31,2
2999,192,343,4,2017-11-03 04:53:35,2
3000,624,427,1,2017-11-08 15:36:12,2
